money;deposit;7.73;0.960
money;withdrawal;6.88;0.990
money;laundering;5.65;0.712
money;operation;3.31;0.995
tiger;jaguar;8.00;0.641
tiger;feline;8.00;0.857
tiger;carnivore;7.08;0.968
tiger;mammal;6.85;0.834
tiger;animal;7.00;0.683
tiger;organism;4.77;0.569
tiger;fauna;5.62;0.702
tiger;zoo;5.87;0.600
psychology;psychiatry;8.08;0.575
psychology;anxiety;7.00;0.508
psychology;fear;6.85;0.951
psychology;depression;7.42;0.934
psychology;clinic;6.58;0.479
psychology;doctor;6.42;0.912
psychology;Freud;8.21;0.608
psychology;mind;7.69;0.966
psychology;health;7.23;0.570
psychology;science;6.71;0.648
psychology;discipline;5.58;0.892
psychology;cognition;7.48;0.309
planet;star;8.45;0.973
planet;constellation;8.06;0.954
planet;moon;8.08;0.918
planet;sun;8.02;0.847
planet;galaxy;8.11;0.903
planet;space;7.92;0.976
planet;astronomer;7.94;0.584
precedent;example;5.85;0.992
precedent;information;3.85;0.933
precedent;cognition;2.81;0.958
precedent;law;6.65;0.992
precedent;collection;2.50;0.892
precedent;group;1.77;0.936
precedent;antecedent;6.04;0.990
cup;coffee;6.58;0.987
cup;tableware;6.85;0.963
cup;article;2.40;0.993
cup;artifact;2.92;0.957
cup;object;3.69;0.999
cup;entity;2.15;0.963
cup;drink;7.25;0.999
cup;food;5.00;0.991
cup;substance;1.92;0.986
cup;liquid;5.90;0.978
jaguar;cat;7.42;0.637
jaguar;car;7.27;0.834
energy;secretary;1.81;0.910
secretary;senate;5.06;0.837
energy;laboratory;5.09;0.933
computer;laboratory;6.78;0.625
weapon;secret;6.06;0.978
FBI;fingerprint;6.94;0.672
FBI;investigation;8.31;0.568
investigation;effort;4.59;0.840
Mars;water;2.94;0.931
Mars;scientist;5.63;0.873
news;report;8.16;0.987
canyon;landscape;7.53;0.672
image;surface;4.56;0.995
discovery;space;6.34;0.978
water;seepage;6.56;0.817
sign;recess;2.38;0.997
Wednesday;news;2.22;0.746
mile;kilometer;8.66;0.859
computer;news;4.47;0.805
territory;surface;5.34;0.965
atmosphere;landscape;3.69;0.939
president;medal;3.00;0.748
war;troops;8.13;0.953
record;number;6.31;0.997
skin;eye;6.22;0.976
Japanese;American;6.50;0.953
theater;history;3.91;0.990
volunteer;motto;2.56;0.897
prejudice;recognition;3.00;0.969
decoration;valor;5.63;0.568
century;year;7.59;0.961
century;nation;3.16;0.772
delay;racism;1.19;0.888
delay;news;3.31;0.999
minister;party;6.63;0.995
peace;plan;4.75;0.960
minority;peace;3.69;0.992
attempt;peace;4.25;0.822
government;crisis;6.56;0.840
deployment;departure;4.25;0.829
deployment;withdrawal;5.88;0.759
energy;crisis;5.94;0.846
announcement;news;7.56;0.996
announcement;effort;2.75;0.601
stroke;hospital;7.03;0.948
disability;death;5.47;0.973
victim;emergency;6.47;0.575
treatment;recovery;7.91;0.970
journal;association;4.97;0.941
doctor;personnel;5.00;0.877
doctor;liability;5.19;0.901
liability;insurance;7.03;1.000
school;center;3.44;0.998
reason;hypertension;2.31;0.960
reason;criterion;5.91;0.947
hundred;percent;7.38;0.848
Harvard;Yale;8.13;0.814
hospital;infrastructure;4.63;0.976
death;row;5.25;0.995
death;inmate;5.03;0.988
lawyer;evidence;6.69;0.941
life;death;7.88;0.991
life;term;4.50;0.989
word;similarity;4.75;0.990
board;recommendation;4.47;0.995
governor;interview;3.25;0.749
OPEC;country;5.63;0.714
peace;atmosphere;3.69;0.911
peace;insurance;2.94;0.972
territory;kilometer;5.28;0.787
travel;activity;5.00;0.969
competition;price;6.44;0.999
consumer;confidence;4.13;0.819
consumer;energy;4.75;0.898
problem;airport;2.38;0.962
car;flight;4.94;0.972
credit;card;8.06;0.991
credit;information;5.31;0.982
hotel;reservation;8.03;0.998
grocery;money;5.94;0.996
registration;arrangement;6.00;0.958
arrangement;accommodation;5.41;0.956
month;hotel;1.81;0.435
type;kind;8.97;0.924
arrival;hotel;6.00;0.777
bed;closet;6.72;0.987
closet;clothes;8.00;0.913
situation;conclusion;4.81;0.996
situation;isolation;3.88;0.943
impartiality;interest;5.16;0.977
direction;combination;2.25;0.957
street;place;6.44;0.992
street;avenue;8.88;0.762
street;block;6.88;0.995
street;children;4.94;0.856
listing;proximity;2.56;0.615
listing;category;6.38;0.918
cell;phone;7.81;0.950
production;hike;1.75;0.996
benchmark;index;4.25;0.930
media;trading;3.88;0.805
media;gain;2.88;0.997
dividend;payment;7.63;0.857
dividend;calculation;6.48;0.837
calculation;computation;8.44;0.911
currency;market;7.50;0.991
OPEC;oil;8.59;0.976
oil;stock;6.34;0.990
announcement;production;3.38;0.891
announcement;warning;6.00;0.982
profit;warning;3.88;0.897
profit;loss;7.63;1.000
dollar;yen;7.78;0.963
dollar;buck;9.22;0.917
dollar;profit;7.38;0.959
dollar;loss;6.09;0.954
computer;software;8.50;0.997
network;hardware;8.31;0.837
phone;equipment;7.13;0.821
equipment;maker;5.91;0.998
luxury;car;6.47;0.973
five;month;3.38;0.928
report;gain;3.63;0.994
investor;earning;7.13;0.610
liquid;water;7.89;0.997
baseball;season;5.97;0.717
game;victory;7.03;0.837
game;team;7.69;0.967
marathon;sprint;7.47;0.986
game;series;6.19;1.000
game;defeat;6.97;0.974
seven;series;3.56;0.947
seafood;sea;7.47;0.955
seafood;food;8.34;0.873
seafood;lobster;8.70;0.444
lobster;food;7.81;0.578
lobster;wine;5.70;0.982
food;preparation;6.22;0.935
video;archive;6.34;0.994
start;year;4.06;0.997
start;match;4.47;0.999
game;round;5.97;0.997
boxing;round;7.61;0.995
championship;tournament;8.36;0.953
fighting;defeating;7.41;0.678
line;insurance;2.69;0.997
day;summer;3.94;0.922
summer;drought;7.16;0.747
summer;nature;5.63;0.994
day;dawn;7.53;1.000
nature;environment;8.31;0.890
environment;ecology;8.81;0.946
nature;man;6.25;0.984
man;woman;8.30;0.994
man;governor;5.25;0.965
murder;manslaughter;8.53;0.854
soap;opera;7.94;0.992
opera;performance;6.88;0.950
life;lesson;5.94;0.995
focus;life;4.06;0.991
production;crew;6.25;0.940
television;film;7.72;0.904
lover;quarrel;6.19;0.629
viewer;serial;2.97;0.964
possibility;girl;1.94;0.989
population;development;3.75;0.967
morality;importance;3.31;0.900
morality;marriage;3.69;0.925
Mexico;Brazil;7.44;0.720
gender;equality;6.41;0.963
change;attitude;5.44;1.000
family;planning;6.25;0.978
opera;industry;2.63;0.637
sugar;approach;0.88;0.940
practice;institution;3.19;0.903
ministry;culture;4.69;0.951
problem;challenge;6.75;0.965
size;prominence;5.31;0.982
country;citizen;7.31;0.649
planet;people;5.75;0.938
development;issue;3.97;0.979
experience;music;3.47;0.995
music;project;3.63;0.992
glass;metal;5.56;0.968
aluminum;metal;7.83;0.485
chance;credibility;3.88;0.686
exhibit;memorabilia;5.31;0.908
concert;virtuoso;6.81;0.841
rock;jazz;7.59;0.992
museum;theater;7.19;0.750
observation;architecture;4.38;0.912
space;world;6.53;0.997
preservation;world;6.19;0.895
admission;ticket;7.69;0.956
shower;thunderstorm;6.31;0.951
shower;flood;6.03;0.983
weather;forecast;8.34;0.985
disaster;area;6.25;0.968
governor;office;6.34;0.988
architecture;century;3.78;0.986
